Employee ID,DOB,Emp Age,Surname,Name,Gender,Marital Status,Branch,Hire Date,Leave Date,Leave Reason,Status,Department,Employee Satisfaction,Annual Salary ($),Bonus ($),Total Compensation,Job Title,Job Description,Manager (Y/N),Performance
10231,26/02/1963,60,Szabo,Andres,M,Single,Lima,2018-08-12 00:00:00,,Not provided,Active,IT/IS,5,91464,4925,96389,Software Engineer,Expert,No,Exceeds
10235,17/06/1956,66,Bramante,Jose Luis,M,Single,Lima,2018-08-23 00:00:00,,Not provided,Active,Z Management,5,193567,23824,217391,Director of Operations,Director,Yes,Exceeds
10243,28/07/1978,44,Miller,Nestor,M,Single,Buenos Aires,2018-09-29 00:00:00,,Not provided,Active,Production,2,75054,7505,82559,Production Technician II,Technician,No,PIP
10270,16/06/1992,30,Smith,Joe,M,Single,Buenos Aires,2019-05-12 00:00:00,,Not provided,Active,Production,3,104928,7264,112192,Production Technician II,Technician,No,Exceeds
10309,28/07/1953,69,Blount,Dianna,F,Single,Lima,2019-12-30 00:00:00,,Not provided,Active,Production,3,81237,9998,91235,Production Technician II,Technician,No,Needs Improvement
10002,24/04/1986,36,LeBlanc,Ricardo,M,Married,Buenos Aires,2014-01-08 00:00:00,,Not provided,Active,Administration,4,106344,5317,111661,Shared Services Manager,Manager,Yes,Fully Meets
10006,14/10/1953,69,King,Juan,M,Married,Buenos Aires,2014-02-02 00:00:00,,Not provided,Active,Z Management,3,167230,10034,177264,President & CEO,Director,Yes,Fully Meets
10013,13/10/1977,45,LaRotonda,Luis,M,Divorced,Lima,2014-04-18 00:00:00,,Not provided,Active,Administration,4,42855,6428,49283,Accountant I,Analyst,No,Fully Meets
10017,07/06/1990,32,Daneault,Cristian,M,Single,Lima,2014-05-13 00:00:00,,Not provided,Active,Sales,4,83190,13310,96500,Sales Manager,Manager,Yes,Fully Meets
10019,01/10/1958,64,Albert,Leonardo,M,Divorced,Lima,2014-06-10 00:00:00,,Not provided,Active,Production,3,83634,8363,91997,Production Manager,Manager,Yes,Fully Meets
10021,24/08/1960,62,Howard,Karina,F,Married,Buenos Aires,2014-06-21 00:00:00,,Not provided,Active,Administration,3,34381,4813,39194,Administrative Assistant,Analyst,No,Fully Meets
10034,06/08/1970,52,Houlihan,Sergio,M,Married,Lima,2014-09-04 00:00:00,,Not provided,Active,Z Management,4,150757,16583,167340,Director of Sales,Director,Yes,Fully Meets
10035,02/09/1987,35,Givens,Daniel,M,Single,Montevideo,2014-09-17 00:00:00,,Not provided,Active,Sales,5,100680,8054,108734,Area Sales Manager,Manager,Yes,Fully Meets
10039,29/08/1979,43,Boutwell,Laura,F,Married,Buenos Aires,2014-09-29 00:00:00,,Not provided,Active,Administration,4,76874,12300,89174,Sr. Accountant,Expert,No,Fully Meets
10041,13/11/1974,48,Nguyen,Laura,F,Single,Buenos Aires,2014-10-13 00:00:00,,Not provided,Active,Sales,5,42000,10218,52218,Administrative Assistant,Analyst,No,Fully Meets
10052,23/08/1964,58,Foster-Baker,Santiago,M,Married,Lima,2014-12-14 00:00:00,,Not provided,Active,Administration,3,74904,5243,80147,Sr. Accountant,Expert,No,Fully Meets
10066,16/11/1964,58,Brown,Carla,F,Married,Lima,2015-03-07 00:00:00,,Not provided,Active,Administration,2,57460,9194,66654,Accountant I,Analyst,No,Fully Meets
10099,26/02/1966,57,Leruth,Marcos,M,Partners,Buenos Aires,2015-11-19 00:00:00,,Not provided,Active,Sales,3,42100,11663,53763,Administrative Assistant,Analyst,No,Fully Meets
10101,10/06/1984,38,Dunn,Ayelen,F,Single,Buenos Aires,2015-11-20 00:00:00,,Not provided,Active,Production,4,100481,12058,112539,Production Manager,Manager,Yes,Fully Meets
10103,12/10/1952,70,Spirea,Belen,F,Married,Buenos Aires,2015-12-08 00:00:00,,Not provided,Active,Production,5,106644,11731,118375,Production Manager,Manager,Yes,Fully Meets
10104,29/07/1960,62,Onque,Enrique,M,Single,Buenos Aires,2015-12-09 00:00:00,,Not provided,Active,Sales,3,46000,18187,64187,Administrative Assistant,Analyst,No,Fully Meets
10112,12/04/1961,61,McKinzie,Fernando,M,Married,Montevideo,2016-02-29 00:00:00,,Not provided,Active,Sales,4,43050,6623,49673,Administrative Assistant,Analyst,No,Fully Meets
10131,03/10/1951,71,Smith,Marina,F,Married,Lima,2016-07-19 00:00:00,,Not provided,Active,Administration,4,34948,6291,41239,Administrative Assistant,Analyst,No,Fully Meets
10137,06/08/1976,46,Quinn,Nicolas,M,Married,Lima,2016-08-06 00:00:00,,Not provided,Active,Administration,4,78453,3923,82376,Shared Services Manager,Manager,Yes,Fully Meets
10141,27/05/1989,33,Digitale,Denise,F,Married,Buenos Aires,2016-09-26 00:00:00,,Not provided,Active,Sales,5,43050,13337,56387,Administrative Assistant,Analyst,No,Fully Meets
10148,21/06/1972,50,Wallace,Luis,M,Married,Montevideo,2016-11-16 00:00:00,,Not provided,Active,Production,3,80231,12035,92266,Production Manager,Manager,Yes,Fully Meets
10171,31/01/1988,35,Carter,Pablo,M,Single,Buenos Aires,2017-04-01 00:00:00,,Not provided,Active,Sales,5,42000,4141,46141,Administrative Assistant,Analyst,No,Fully Meets
10175,01/11/1984,38,Valentin,María,F,Married,Lima,2017-04-15 00:00:00,,Not provided,Active,Sales,3,42100,11663,53763,Administrative Assistant,Analyst,No,Fully Meets
10176,17/02/1974,49,Gonzales,Pedro,M,Married,Lima,2017-04-22 00:00:00,,Not provided,Active,Sales,3,46000,18187,64187,Administrative Assistant,Analyst,No,Fully Meets
10179,22/08/1966,56,Champaigne,Pablo,M,Married,Buenos Aires,2017-05-05 00:00:00,,Not provided,Active,Z Management,5,156605,12528,169133,BI Director,Director,Yes,Fully Meets
10185,14/03/1986,36,Khemmich,Lucas,M,Single,Montevideo,2017-07-02 00:00:00,,Not provided,Active,Sales,5,43050,6623,49673,Administrative Assistant,Analyst,No,Fully Meets
10189,04/06/1958,64,Steans,Fernando,M,Single,Buenos Aires,2017-08-20 00:00:00,,Not provided,Active,Administration,5,51110,2556,53666,Accountant I,Analyst,No,Fully Meets
10196,11/05/1983,39,Terry,Natalia,F,Single,Montevideo,2017-10-13 00:00:00,,Not provided,Active,Sales,3,98456,19691,118147,Area Sales Manager,Manager,Yes,Fully Meets
10200,22/04/1970,52,Miller,Ramon,M,Single,Montevideo,2017-12-02 00:00:00,,Not provided,Active,Production,3,101026,12123,113149,Production Manager,Manager,Yes,Fully Meets
10002,24/04/1986,36,LeBlanc,Ricardo,M,Married,Buenos Aires,2014-01-08 00:00:00,,Not provided,Active,Administration,4,116978,5317,122295,Shared Services Manager,Manager,Yes,Fully Meets
10006,14/10/1953,69,King,Juan,M,Married,Buenos Aires,2014-02-02 00:00:00,,Not provided,Active,Z Management,3,183953,10034,193987,President & CEO,Director,Yes,Fully Meets
10013,13/10/1977,45,LaRotonda,Luis,M,Divorced,Lima,2014-04-18 00:00:00,,Not provided,Active,Administration,4,47141,6428,53569,Accountant I,Analyst,No,Fully Meets
10017,07/06/1990,32,Daneault,Cristian,M,Single,Lima,2014-05-13 00:00:00,,Not provided,Active,Sales,4,83190,13310,96500,Sales Manager,Manager,Yes,Fully Meets
10019,01/10/1958,64,Albert,Leonardo,M,Divorced,Lima,2014-06-10 00:00:00,,Not provided,Active,Production,3,91997,8363,100360,Production Manager,Manager,Yes,Fully Meets
10021,24/08/1960,62,Howard,Karina,F,Married,Buenos Aires,2014-06-21 00:00:00,,Not provided,Active,Administration,3,37819,4813,42632,Administrative Assistant,Analyst,No,Fully Meets
10034,06/08/1970,52,Houlihan,Sergio,M,Married,Lima,2014-09-04 00:00:00,,Not provided,Active,Z Management,4,165833,16583,182416,Director of Sales,Director,Yes,Fully Meets
10035,02/09/1987,35,Givens,Daniel,M,Single,Montevideo,2014-09-17 00:00:00,,Not provided,Active,Sales,5,100680,8054,108734,Area Sales Manager,Manager,Yes,Fully Meets
10037,29/11/1985,37,Guilianno,Solange,F,Single,Lima,2018-09-25 00:00:00,,Not provided,Active,Sales,5,42000,4914,46914,Administrative Assistant,Analyst,No,Fully Meets
10039,29/08/1979,43,Boutwell,Laura,F,Married,Buenos Aires,2014-09-29 00:00:00,,Not provided,Active,Administration,4,84561,12300,96861,Sr. Accountant,Expert,No,Fully Meets
10041,13/11/1974,48,Nguyen,Laura,F,Single,Buenos Aires,2014-10-13 00:00:00,,Not provided,Active,Sales,5,78733,10218,88951,Area Sales Manager,Manager,Yes,Fully Meets
10052,23/08/1964,58,Foster-Baker,Santiago,M,Married,Lima,2014-12-14 00:00:00,,Not provided,Active,Administration,3,82394,5243,87637,Sr. Accountant,Expert,No,Fully Meets
10066,16/11/1964,58,Brown,Carla,F,Married,Lima,2015-03-07 00:00:00,,Not provided,Active,Administration,2,63206,9194,72400,Accountant I,Analyst,No,Fully Meets
10099,26/02/1966,57,Leruth,Marcos,M,Partners,Buenos Aires,2015-11-19 00:00:00,,Not provided,Active,Sales,3,52013,11663,63676,Administrative Assistant,Analyst,No,Fully Meets
10101,10/06/1984,38,Dunn,Ayelen,F,Single,Buenos Aires,2015-11-20 00:00:00,,Not provided,Active,Production,4,110529,12058,122587,Production Manager,Manager,Yes,Fully Meets
10103,12/10/1952,70,Spirea,Belen,F,Married,Buenos Aires,2015-12-08 00:00:00,,Not provided,Active,Production,5,117308,11731,129039,Production Manager,Manager,Yes,Fully Meets
10104,29/07/1960,62,Onque,Enrique,M,Single,Buenos Aires,2015-12-09 00:00:00,,Not provided,Active,Sales,3,49000,18187,67187,Administrative Assistant,Analyst,No,Fully Meets
10112,12/04/1961,61,McKinzie,Fernando,M,Married,Montevideo,2016-02-29 00:00:00,,Not provided,Active,Sales,4,42000,6623,48623,Administrative Assistant,Analyst,No,Fully Meets
10131,03/10/1951,71,Smith,Marina,F,Married,Lima,2016-07-19 00:00:00,,Not provided,Active,Administration,4,38443,6291,44734,Administrative Assistant,Analyst,No,Fully Meets
10137,06/08/1976,46,Quinn,Nicolas,M,Married,Lima,2016-08-06 00:00:00,,Not provided,Active,Administration,4,86298,3923,90221,Shared Services Manager,Manager,Yes,Fully Meets
10141,27/05/1989,33,Digitale,Denise,F,Married,Buenos Aires,2016-09-26 00:00:00,,Not provided,Active,Sales,5,43050,13337,56387,Administrative Assistant,Analyst,No,Fully Meets
10148,21/06/1972,50,Wallace,Luis,M,Married,Montevideo,2016-11-16 00:00:00,,Not provided,Active,Production,3,88254,12035,100289,Production Manager,Manager,Yes,Fully Meets
10171,31/01/1988,35,Carter,Pablo,M,Single,Buenos Aires,2017-04-01 00:00:00,,Not provided,Active,Sales,5,83190,15260,98450,Sales Manager,Manager,Yes,Fully Meets
10175,01/11/1984,38,Valentin,María,F,Married,Lima,2017-10-13 00:00:00,,Not provided,Active,Sales,3,42000,12354,54354,Administrative Assistant,Analyst,No,Fully Meets
10176,17/02/1974,49,Gonzales,Pedro,M,Married,Lima,2017-04-22 00:00:00,,Not provided,Active,Sales,3,42100,16726,58826,Administrative Assistant,Analyst,No,Fully Meets
10179,22/08/1966,56,Champaigne,Pablo,M,Married,Buenos Aires,2017-05-05 00:00:00,,Not provided,Active,Z Management,5,172266,12528,184794,BI Director,Director,Yes,Fully Meets
10185,14/03/1986,36,Khemmich,Lucas,M,Single,Montevideo,2017-07-02 00:00:00,,Not provided,Active,Sales,5,46000,11474,57474,Administrative Assistant,Analyst,No,Fully Meets
10189,04/06/1958,64,Steans,Fernando,M,Single,Buenos Aires,2017-08-20 00:00:00,,Not provided,Active,Administration,5,56221,2556,58777,Accountant I,Analyst,No,Fully Meets
10196,11/05/1983,39,Terry,Natalia,F,Single,Montevideo,2017-10-13 00:00:00,,Not provided,Active,Sales,3,43050,19691,62741,Administrative Assistant,Analyst,No,Fully Meets
10200,22/04/1970,52,Miller,Ramon,M,Single,Montevideo,2017-12-02 00:00:00,,Not provided,Active,Production,3,111129,12123,123252,Production Manager,Manager,Yes,Fully Meets
10214,09/04/1978,44,Villanueva,Pedro,M,Single,Lima,2018-03-30 00:00:00,,Not provided,Active,Sales,4,79188,11015,90203,Area Sales Manager,Manager,Yes,Fully Meets
10228,06/04/1988,34,Buck,Eduardo,M,Married,Lima,2018-08-10 00:00:00,,Not provided,Active,Sales,5,97788,6359,104147,Area Sales Manager,Manager,Yes,Fully Meets
10284,07/03/1991,32,Singh,Nadia,F,Single,Montevideo,2019-07-21 00:00:00,,Not provided,Active,Administration,2,37500,46584,46587,Administrative Assistant,Analyst,No,Fully Meets
10289,18/08/1965,57,Friedman,Gerry,M,Single,Buenos Aires,2018-08-10 00:00:00,,Not provided,Active,Sales,5,98456,5320,103776,Area Sales Manager,Manager,Yes,Fully Meets
10294,14/11/1977,45,Strong,Carina,F,Married,Lima,2018-08-10 00:00:00,,Not provided,Active,Sales,4,63020,6359,69379,Administrative Assistant,Analyst,No,Fully Meets
10295,17/10/1969,53,Fraval,Mirko,M,Single,Lima,2017-10-13 00:00:00,,Not provided,Active,Sales,3,61020,6359,67379,Area Sales Manager,Manager,Yes,Fully Meets
10307,18/02/1954,69,Ozark,Travis,M,Single,Montevideo,2017-04-22 00:00:00,,Not provided,Active,Sales,5,147174,6359,153533,Area Sales Manager,Manager,Yes,Fully Meets
10002,24/04/1986,36,LeBlanc,Ricardo,M,Married,Buenos Aires,2014-01-08 00:00:00,,Not provided,Active,Administration,4,138247,5317,143564,Shared Services Manager,Manager,Yes,Fully Meets
10006,14/10/1953,69,King,Juan,M,Married,Buenos Aires,2014-02-02 00:00:00,,Not provided,Active,Z Management,3,217399,10034,227433,President & CEO,Director,Yes,Fully Meets
10013,13/10/1977,45,LaRotonda,Luis,M,Divorced,Lima,2014-04-18 00:00:00,,Not provided,Active,Administration,4,55712,6428,62140,Accountant I,Analyst,No,Fully Meets
10017,07/06/1990,32,Daneault,Cristian,M,Single,Lima,2014-05-13 00:00:00,,Not provided,Active,Sales,4,96050,13310,109360,Sales Manager,Manager,Yes,Fully Meets
10019,01/10/1958,64,Albert,Leonardo,M,Divorced,Lima,2014-06-10 00:00:00,,Not provided,Active,Production,3,108724,8363,117087,Production Manager,Manager,Yes,Fully Meets
10037,29/11/1985,37,Guilianno,Solange,F,Single,Lima,2014-09-25 00:00:00,,Not provided,Active,Sales,5,56000,4914,60914,Administrative Assistant,Analyst,No,Fully Meets
10039,29/08/1979,43,Boutwell,Laura,F,Married,Buenos Aires,2014-09-29 00:00:00,,Not provided,Active,Administration,4,99936,12300,112236,Sr. Accountant,Expert,No,Fully Meets
10041,13/11/1974,48,Nguyen,Laura,F,Single,Buenos Aires,2014-10-13 00:00:00,,Not provided,Active,Sales,5,82000,10218,92218,Area Sales Manager,Manager,Yes,Fully Meets
10052,23/08/1964,58,Foster-Baker,Santiago,M,Married,Lima,2014-12-14 00:00:00,,Not provided,Active,Administration,3,97375,5243,102618,Sr. Accountant,Expert,No,Fully Meets
10066,16/11/1964,58,Brown,Carla,F,Married,Lima,2015-03-07 00:00:00,,Not provided,Active,Administration,2,74698,9194,83892,Accountant I,Analyst,No,Fully Meets
10099,26/02/1966,57,Leruth,Marcos,M,Partners,Buenos Aires,2015-11-19 00:00:00,,Not provided,Active,Sales,3,56010,11663,67673,Administrative Assistant,Analyst,No,Fully Meets
10101,10/06/1984,38,Dunn,Ayelen,F,Single,Buenos Aires,2015-11-20 00:00:00,,Not provided,Active,Production,4,130625,12058,142683,Production Manager,Manager,Yes,Fully Meets
10104,29/07/1960,62,Onque,Enrique,M,Single,Buenos Aires,2015-12-09 00:00:00,,Not provided,Active,Sales,3,52000,18187,70187,Administrative Assistant,Analyst,No,Fully Meets
10112,12/04/1961,61,McKinzie,Fernando,M,Married,Montevideo,2016-02-29 00:00:00,,Not provided,Active,Sales,4,44000,6623,50623,Administrative Assistant,Analyst,No,Fully Meets
10137,06/08/1976,46,Quinn,Nicolas,M,Married,Lima,2016-08-06 00:00:00,,Not provided,Active,Administration,4,101989,3923,105912,Shared Services Manager,Manager,Yes,Fully Meets
10141,27/05/1989,33,Digitale,Denise,F,Married,Buenos Aires,2016-09-26 00:00:00,,Not provided,Active,Sales,5,46000,13337,59337,Administrative Assistant,Analyst,No,Fully Meets
10148,21/06/1972,50,Wallace,Luis,M,Married,Montevideo,2016-11-16 00:00:00,,Not provided,Active,Production,3,104300,12035,116335,Production Manager,Manager,Yes,Fully Meets
10171,31/01/1988,35,Carter,Pablo,M,Single,Buenos Aires,2017-04-01 00:00:00,,Not provided,Active,Sales,5,93020,15260,108280,Sales Manager,Manager,Yes,Fully Meets
10175,01/11/1984,38,Valentin,María,F,Married,Lima,2017-04-15 00:00:00,,Not provided,Active,Sales,3,45010,12354,57364,Administrative Assistant,Analyst,No,Fully Meets
10176,17/02/1974,49,Gonzales,Pedro,M,Married,Lima,2017-04-22 00:00:00,,Not provided,Active,Sales,3,44200,16726,60926,Administrative Assistant,Analyst,No,Fully Meets
10179,22/08/1966,56,Champaigne,Pablo,M,Married,Buenos Aires,2017-05-05 00:00:00,,Not provided,Active,Z Management,5,203587,12528,216115,BI Director,Director,Yes,Fully Meets
10185,14/03/1986,36,Khemmich,Lucas,M,Single,Montevideo,2017-07-02 00:00:00,,Not provided,Active,Sales,5,48000,11474,59474,Administrative Assistant,Analyst,No,Fully Meets
10189,04/06/1958,64,Steans,Fernando,M,Single,Buenos Aires,2017-08-20 00:00:00,,Not provided,Active,Administration,5,66443,2556,68999,Accountant I,Analyst,No,Fully Meets
10196,11/05/1983,39,Terry,Natalia,F,Single,Montevideo,2017-10-13 00:00:00,,Not provided,Active,Sales,3,46020,19691,65711,Administrative Assistant,Analyst,No,Fully Meets
10200,22/04/1970,52,Miller,Ramon,M,Single,Montevideo,2017-12-02 00:00:00,,Not provided,Active,Production,3,131334,12123,143457,Production Manager,Manager,Yes,Fully Meets
10214,09/04/1978,44,Villanueva,Pedro,M,Single,Lima,2018-03-30 00:00:00,,Not provided,Active,Sales,4,81020,11015,92035,Area Sales Manager,Manager,Yes,Fully Meets
10228,06/04/1988,34,Buck,Eduardo,M,Married,Montevideo,2018-08-10 00:00:00,,Not provided,Active,Sales,5,99000,6359,105359,Area Sales Manager,Manager,Yes,Fully Meets
10251,19/05/1958,64,Gray,Ignacio,M,Divorced,Buenos Aires,2019-01-02 00:00:00,,Not provided,Active,Production,3,118552,11855,130407,Production Manager,Manager,Yes,Fully Meets
10255,18/05/1986,36,Potts,Dana,F,Married,Lima,2019-01-15 00:00:00,,Not provided,Active,Sales,5,109200,15120,124320,Area Sales Manager,Manager,Yes,Fully Meets
10257,05/04/1971,51,Sullivan,Laura,F,Married,Lima,2019-02-02 00:00:00,,Not provided,Active,Production,4,121070,7450,128520,Production Manager,Manager,Yes,Fully Meets
10260,08/03/1958,65,Martins,Mariano,M,Single,Lima,2019-02-22 00:00:00,,Not provided,Active,Sales,5,72000,16888,88888,Administrative Assistant,Analyst,No,Fully Meets
10284,07/03/1991,32,Singh,Nadia,F,Single,Montevideo,2019-07-21 00:00:00,,Not provided,Active,Administration,3,46584,2867,49451,Administrative Assistant,Analyst,No,Fully Meets
10289,18/08/1965,57,Friedman,Gerry,M,Single,Buenos Aires,2019-08-08 00:00:00,,Not provided,Active,Sales,5,68000,14821,82821,Area Sales Manager,Manager,Yes,Fully Meets
10294,14/11/1977,45,Strong,Carina,F,Married,Lima,2019-09-08 00:00:00,,Not provided,Active,Sales,4,98000,10589,108589,Area Sales Manager,Manager,Yes,Fully Meets
10295,17/10/1969,53,Fraval,Mirko,M,Single,Lima,2019-09-25 00:00:00,,Not provided,Active,Sales,3,148000,20687,168687,Area Sales Manager,Manager,Yes,Fully Meets
10307,18/02/1954,69,Ozark,Travis,M,Single,Montevideo,2019-12-12 00:00:00,,Not provided,Active,Sales,5,56800,10189,66989,Administrative Assistant,Analyst,No,Fully Meets
10008,24/04/1957,65,Warfield,Martina,F,Widower,Montevideo,2014-02-08 00:00:00,,Not provided,Active,IT/IS,4,62198,11196,73394,Sr. Network Engineer,Expert,No,Fully Meets
10014,29/09/1989,33,Semizoglou,Diego,M,Married,Montevideo,2014-04-21 00:00:00,,Not provided,Active,IT/IS,4,58883,4122,63005,Sr. Network Engineer,Expert,No,Fully Meets
10022,06/07/1983,39,Shepard,Maria,F,Married,Montevideo,2014-06-27 00:00:00,,Not provided,Active,IT/IS,3,42782,8129,50911,Network Engineer,Expert,No,Fully Meets
10025,08/01/1952,71,Rogers,Javier,M,Married,Lima,2014-08-04 00:00:00,,Not provided,Active,IT/IS,3,63200,10112,73312,Data Analyst,Analyst,No,Fully Meets
10032,04/06/1962,60,Horton,Monica,F,Single,Buenos Aires,2014-08-31 00:00:00,,Not provided,Active,IT/IS,5,80618,12093,92711,Database Administrator,Analyst,No,Fully Meets
10058,24/01/1979,44,Hubert,Mirta,F,Married,Buenos Aires,2015-01-08 00:00:00,,Not provided,Active,IT/IS,5,62017,6822,68839,BI Developer,Analyst,No,Fully Meets
10063,01/06/1991,31,Tredinnick,Juana,F,Married,Montevideo,2015-02-15 00:00:00,,Not provided,Active,IT/IS,3,51895,6746,58641,Network Engineer,Expert,No,Fully Meets
10073,29/06/1971,51,Dolan,Mariel,F,Married,Buenos Aires,2015-05-07 00:00:00,,Not provided,Active,IT/IS,4,34787,4870,39657,IT Support,Technician,No,Fully Meets
10076,13/03/1984,38,Bacong,Jose,M,Divorced,Lima,2015-05-14 00:00:00,,Not provided,Active,IT/IS,5,39648,3965,43613,IT Support,Technician,No,Fully Meets
10078,07/09/1961,61,Roby,Luciano,M,Married,Buenos Aires,2015-06-04 00:00:00,,Not provided,Active,IT/IS,5,82325,10702,93027,Data Analyst,Analyst,No,Fully Meets
10082,30/07/1969,53,Navathe,Diego,M,Single,Montevideo,2015-06-18 00:00:00,,Not provided,Active,IT/IS,3,69607,9049,78656,Senior BI Developer,Expert,No,Fully Meets
10083,18/01/1952,71,Salter,Ruben,M,Divorced,Lima,2015-06-20 00:00:00,,Not provided,Active,IT/IS,3,66454,7310,73764,Data Analyst,Analyst,No,Fully Meets
10085,29/07/1970,52,Roup,Sebastian,M,Single,Lima,2015-06-29 00:00:00,,Not provided,Active,IT/IS,5,92019,11962,103981,IT Manager - DB,Manager,Yes,Fully Meets
10094,05/03/1988,35,Saada,Jose,M,Married,Lima,2015-09-30 00:00:00,,Not provided,Active,IT/IS,3,67523,9453,76976,Software Engineer,Expert,No,Fully Meets
10114,08/03/1958,65,Martin,Ezequiel,M,Single,Montevideo,2016-03-01 00:00:00,,Not provided,Active,IT/IS,5,64209,6421,70630,Software Engineer,Expert,No,Fully Meets
10122,11/07/1979,43,Ait Sidi,Hector,M,Married,Buenos Aires,2016-04-27 00:00:00,,Not provided,Active,IT/IS,3,77634,13974,91608,Sr. DBA,Expert,No,Fully Meets
10126,15/11/1989,33,Wang,Daniel,M,Single,Buenos Aires,2016-05-28 00:00:00,,Not provided,Active,IT/IS,4,67598,4732,72330,Senior BI Developer,Expert,No,Fully Meets
10130,12/12/1977,45,Del Bosque,Diego,M,Single,Montevideo,2016-07-02 00:00:00,,Not provided,Active,IT/IS,5,64606,5168,69774,Software Engineer,Expert,No,Fully Meets
10133,26/04/1983,39,Turpin,Ana,F,Married,Montevideo,2016-07-30 00:00:00,,Not provided,Active,IT/IS,4,50910,6109,57019,Network Engineer,Expert,No,Fully Meets
10138,08/12/1981,41,Sweetwater,Juan,M,Single,Montevideo,2016-08-13 00:00:00,,Not provided,Active,IT/IS,3,89572,8957,98529,Software Engineering Manager,Manager,Yes,Fully Meets
10142,20/09/1957,65,Gonzalez,Delfina,F,Partners,Buenos Aires,2016-09-29 00:00:00,,Not provided,Active,IT/IS,4,39884,4387,44271,IT Support,Technician,No,Fully Meets
10150,03/12/1956,66,Le,Ana,F,Single,Buenos Aires,2016-11-25 00:00:00,,Not provided,Active,IT/IS,5,72828,9468,82296,Senior BI Developer,Expert,No,Fully Meets
10172,22/02/1958,65,Becker,Claudio,M,Single,Buenos Aires,2017-04-05 00:00:00,,Not provided,Active,IT/IS,4,59745,2987,62732,Database Administrator,Analyst,No,Fully Meets
10183,13/10/1991,31,Roehrich,Javier,M,Single,Montevideo,2017-06-13 00:00:00,,Not provided,Active,IT/IS,3,89566,8957,98523,Principal Data Architect,Expert,No,Fully Meets
10184,26/01/1983,40,Clayton,Leandro,M,Single,Lima,2017-06-15 00:00:00,,Not provided,Active,IT/IS,3,36397,6187,42584,IT Support,Technician,No,Fully Meets
10204,21/09/1956,66,Soto,Alberto,M,Married,Lima,2017-12-30 00:00:00,,Not provided,Active,IT/IS,3,30178,1509,31687,IT Support,Technician,No,Fully Meets
10008,24/04/1957,65,Warfield,Martina,F,Widower,Montevideo,2014-02-08 00:00:00,,Not provided,Active,IT/IS,4,68418,11196,79614,Sr. Network Engineer,Expert,No,Fully Meets
10014,29/09/1989,33,Semizoglou,Diego,M,Married,Montevideo,2014-04-21 00:00:00,,Not provided,Active,IT/IS,4,64771,4122,68893,Sr. Network Engineer,Expert,No,Fully Meets
10022,06/07/1983,39,Shepard,Maria,F,Married,Montevideo,2014-06-27 00:00:00,,Not provided,Active,IT/IS,3,47060,8129,55189,Network Engineer,Expert,No,Fully Meets
10025,08/01/1952,71,Rogers,Javier,M,Married,Lima,2014-08-04 00:00:00,,Not provided,Active,IT/IS,3,69520,10112,79632,Data Analyst,Analyst,No,Fully Meets
10032,04/06/1962,60,Horton,Monica,F,Single,Buenos Aires,2014-08-31 00:00:00,,Not provided,Active,IT/IS,5,88680,12093,100773,Database Administrator,Analyst,No,Fully Meets
10058,24/01/1979,44,Hubert,Mirta,F,Married,Buenos Aires,2015-01-08 00:00:00,,Not provided,Active,IT/IS,5,68219,6822,75041,BI Developer,Analyst,No,Fully Meets
10063,01/06/1991,31,Tredinnick,Juana,F,Married,Montevideo,2015-02-15 00:00:00,,Not provided,Active,IT/IS,3,57085,6746,63831,Network Engineer,Expert,No,Fully Meets
10073,29/06/1971,51,Dolan,Mariel,F,Married,Buenos Aires,2015-05-07 00:00:00,,Not provided,Active,IT/IS,4,38266,4870,43136,IT Support,Technician,No,Fully Meets
10076,13/03/1984,38,Bacong,Jose,M,Divorced,Lima,2015-05-14 00:00:00,,Not provided,Active,IT/IS,5,43613,3965,47578,IT Support,Technician,No,Fully Meets
10078,07/09/1961,61,Roby,Luciano,M,Married,Buenos Aires,2015-06-04 00:00:00,,Not provided,Active,IT/IS,5,90558,10702,101260,Data Analyst,Analyst,No,Fully Meets
10082,30/07/1969,53,Navathe,Diego,M,Single,Montevideo,2015-06-18 00:00:00,,Not provided,Active,IT/IS,3,76568,9049,85617,Senior BI Developer,Expert,No,Fully Meets
10083,18/01/1952,71,Salter,Ruben,M,Divorced,Lima,2015-06-20 00:00:00,,Not provided,Active,IT/IS,3,73099,7310,80409,Data Analyst,Analyst,No,Fully Meets
10085,29/07/1970,52,Roup,Sebastian,M,Single,Lima,2015-06-29 00:00:00,,Not provided,Active,IT/IS,5,101221,11962,113183,IT Manager - DB,Manager,Yes,Fully Meets
10094,05/03/1988,35,Saada,Jose,M,Married,Lima,2015-09-30 00:00:00,,Not provided,Active,IT/IS,3,74275,9453,83728,Software Engineer,Expert,No,Fully Meets
10114,08/03/1958,65,Martin,Ezequiel,M,Single,Montevideo,2016-03-01 00:00:00,,Not provided,Active,IT/IS,5,70630,6421,77051,Software Engineer,Expert,No,Fully Meets
10122,11/07/1979,43,Ait Sidi,Hector,M,Married,Buenos Aires,2016-04-27 00:00:00,,Not provided,Active,IT/IS,3,85397,13974,99371,Sr. DBA,Expert,No,Fully Meets
10126,15/11/1989,33,Wang,Daniel,M,Single,Buenos Aires,2016-05-28 00:00:00,,Not provided,Active,IT/IS,4,74358,4732,79090,Senior BI Developer,Expert,No,Fully Meets
